Ten_Truyen,Tac_Gia,The_Loai,Tinh_Trang,Luot_Xem,Luot_Sao,Luot_Binh_Luan,Luot_Cam_On,Link
Trọng sinh chi không phụ cảnh xuân tươi đẹp,Bảo Trang Thành,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Làm giàu , Hào môn thế gia , Giới giải trí , Vườn trường , Sảng văn , Nhẹ nhàng , Đô thị tình duyên , Thiên chi kiêu tử , Nữ cường , Nghịch tập , Thị giác nữ chủ , Học bá , Viết văn , Chức nghiệp tinh anh",Hoàn thành,719097,5288,65,813,https://wikicv.net/truyen/trong-sinh-chi-khong-phu-canh-xuan-tuoi--YGdLolS4CEKdCPP%7E
Ta có mang con của vai ác,Công Tử Văn Tranh,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Xuyên thư , Hào môn thế gia , Cẩu huyết , Cưới trước yêu sau , Pháo hôi , Kim bài đề cử 🥇 , 1v1 , Thị giác nữ chủ",Hoàn thành,718792,1453,77,508,https://wikicv.net/truyen/ta-co-mang-con-cua-vai-ac-W8HqIFS4CHmLFFHV
Mang theo thương trường xuyên 60,Hô Lạp Quyển x,"Nguyên sang , Ngôn tình , Cận đại , Hiện đại , HE , Tình cảm , Làm ruộng , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Làm giàu , Thanh mai trúc mã , Sảng văn , Nhẹ nhàng , Kiếp trước kiếp này , Kim bài đề cử 🥇 , 1v1 , Thị giác nữ chủ",Hoàn thành,718049,2192,69,613,https://wikicv.net/truyen/mang-theo-thuong-truong-xuyen-60-XO3u01S4CA_WgpVw
Hào môn bá ái: Quân thiếu tiểu cục cưng,Công Tử Diễn,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Hào môn thế gia , Cẩu huyết , Ngược văn , Đô thị tình duyên",Hoàn thành,717349,13,2,4,https://wikicv.net/truyen/hao-mon-ba-ai-quan-thieu-tieu-cuc-cung-WlIn4u8h7FiNOmks
Kinh thế đệ nhất phi,Khinh Mặc Vũ,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , Tình cảm , Huyền huyễn , Xuyên việt , Ngọt văn , Song khiết 🕊️ , Hào môn thế gia , Sảng văn , Nhẹ nhàng , Ấm áp , Duyên trời tác hợp , Ngược tra , Nghịch tập , 1v1",Hoàn thành,716909,343,12,96,https://wikicv.net/truyen/kinh-the-de-nhat-phi-XfggQ1S4CFKf7%7EKe
Trở thành “Nam” thần nữ nhân,Tuyết Nguyên U Linh,"Nguyên sang , Ngôn tình , Tương lai , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Tu chân , Làm giàu , Y thuật , Sảng văn , Nhẹ nhàng , Phát sóng trực tiếp , Cải trang giả dạng , Bình bộ thanh vân , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Nữ cường",Hoàn thành,716675,5735,316,1974,https://wikicv.net/truyen/tro-thanh-nam-than-nu-nhan-WatJI%7E8h7FRxkY_I
Mang theo cảng kho hàng xuyên qua 70,Nhiên Nhiên An,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Tùy thân không gian , Xuyên thư , Thị giác nữ chủ , Niên đại văn",Hoàn thành,715691,2517,73,267,https://wikicv.net/truyen/mang-theo-cang-kho-hang-xuyen-qua-70-ZDQ2JFS4CBIyKRsm
Xuyên thành mẹ của vai ác,Lâm Miên Miên,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Xuyên thư , Hào môn thế gia , Sảng văn , Kim bài đề cử 🥇",Hoàn thành,715485,1449,81,395,https://wikicv.net/truyen/xuyen-thanh-me-cua-vai-ac-W2MDgVS4CBp4%7ES7q
Trọng sinh mạt thế: Pháo hôi muốn quật khởi,Thu Hồi,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Mạt thế , Huyền huyễn , Báo thù , Dị năng , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Cường cường , Ngược tra",Hoàn thành,714730,186,81,83,https://wikicv.net/truyen/trong-sinh-mat-the-phao-hoi-muon-quat-kh-WfWrTe8h7CVKeilI
Phượng nghịch thiên hạ: Phúc hắc Ma quân quyến rũ hậu,Khinh Mặc Vũ,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Tiên hiệp , Huyền huyễn , Dị thế , Xuyên việt , Ngọt văn , Tùy thân không gian , Lịch sử , Sảng văn",Hoàn thành,714167,18,9,6,https://wikicv.net/truyen/phuong-nghich-thien-ha-phuc-hac-ma-quan--Wo5g%7EO8h7GgFrkt9
Xuyên thành con dâu nuôi từ bé của nam chủ trong truyện khoa cử,Tương Nguyệt Khứ,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Ngọt văn , Xuyên thư , Mỹ thực , 1v1 , Thị giác nữ chủ",Hoàn thành,713659,3599,192,1129,https://wikicv.net/truyen/xuyen-thanh-con-dau-nuoi-tu-be-cua-nam-c-YAoCK1S4CEq6oFr_
Sai gả kinh hôn: Tổng tài thỉnh khắc chế,Thiển Hiểu Huyên,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Hào môn thế gia , Ngược văn , Đô thị tình duyên",Hoàn thành,712891,272,8,0,https://wikicv.net/truyen/sai-ga-kinh-hon-tong-tai-thinh-khac-che-WgkZRe8h7HEpRib5
Nuôi trong nhà tiểu thủ phụ,Giả Diện Đích Thịnh Yến,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Làm giàu , Dưỡng thành",Hoàn thành,712134,1393,47,472,https://wikicv.net/truyen/nuoi-trong-nha-tieu-thu-phu-WcNGL%7E8h7BCtuacy
70 vượng phu sinh hoạt,Nguyệt Bán Yếu Phân Gia,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Hệ thống , Mỹ thực",Hoàn thành,711786,1383,74,332,https://wikicv.net/truyen/70-vuong-phu-sinh-hoat-XSpptVS4CGu9qZbv
"Phế tài nguyên tố sư: Thú vương, ăn nghiện",Nguyệt Y Minh,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Dị thế , Ma pháp , Ngọt văn , Trọng sinh , Thú nhân , Song khiết 🕊️ , Trạch đấu , Cung đình hầu tước , Kiếp trước kiếp này , Duyên trời tác hợp , Nữ cường , Ngược tra",Hoàn thành,711179,2205,20,477,https://wikicv.net/truyen/phe-tai-nguyen-to-su-thu-vuong-an-nghien-WYcJyu8h7CHeqVLy
"Tổng tài đại nhân, 100 phân sủng!",Phi Tử Nhất Tiếu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Song khiết 🕊️ , Làm giàu , Hào môn thế gia , Gương vỡ lại lành , Đô thị tình duyên , Duyên trời tác hợp",Hoàn thành,709995,36,11,27,https://wikicv.net/truyen/tong-tai-dai-nhan-100-phan-sung-WYcI6u8h7CHeqVLt
Trọng sinh những năm 80 hảo sinh hoạt,Hồ Đồ,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Làm giàu , Kim bài đề cử 🥇",Hoàn thành,709788,698,24,174,https://wikicv.net/truyen/trong-sinh-nhung-nam-80-hao-sinh-hoat-WNv8rO8h7H8YzY3y
Ta ở Tiên giới làm ruộng,Lộ Tuyết Sương,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Tiên hiệp , Làm ruộng , Tu chân , Xuyên việt , Ngọt văn , Tùy thân không gian , Thăng cấp lưu , Cưới trước yêu sau , Trâu già gặm cỏ non , Kim bài đề cử 🥇 , 1v1",Hoàn thành,708105,2492,69,939,https://wikicv.net/truyen/ta-o-tien-gioi-lam-ruong-W46LYFS4CHWhS7Aw
"Niên tiên sinh, chậm rãi thích ngươi",Diệp Tuyết,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Hào môn thế gia , Ngược văn , Cưới trước yêu sau , Nhẹ nhàng , Đô thị tình duyên , Cường thủ hào đoạt , Thị giác nữ chủ",Hoàn thành,707964,30,17,71,https://wikicv.net/truyen/nien-tien-sinh-cham-rai-thich-nguoi-W3w6JVS4CFOZ14_3
Công lược đều là Tu La tràng [ xuyên nhanh ],Đường Mật,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , OE , Tình cảm , Xuyên nhanh , Sảng văn , Nhẹ nhàng , Kim bài đề cử 🥇 , Nữ cường , Ngược tra , Thị giác nữ chủ",Hoàn thành,706151,7576,937,3345,https://wikicv.net/truyen/cong-luoc-deu-la-tu-la-trang-xuyen-nhanh-XyQG5VS4CH7PT64W
Từng bước kinh hoa: Lười nhác tiểu yêu phi,Mục Đan Phong,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Xuyên việt , Thần tiên yêu quái , Cung đấu , Trạch đấu , Cung đình hầu tước , Thiên chi kiêu tử , Nữ cường",Hoàn thành,704664,76,5,100,https://wikicv.net/truyen/tung-buoc-kinh-hoa-luoi-nhac-tieu-yeu-ph-WiBLzO8h7E20cC7s
Trọng sinh làm ruộng hằng ngày,Tô Hữu Trăn,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xây dựng , Xuyên việt , Mỹ thực , Cường cường , Nhẹ nhàng , Nhiều CP , Nữ cường , 1v1 , Thị giác nữ chủ , Bình dân sinh hoạt",Hoàn thành,704486,3096,111,703,https://wikicv.net/truyen/trong-sinh-lam-ruong-hang-ngay-YYQDeFS4CBiGBfQQ
Mau xuyên: Tổng tài công lược sổ tay,Y Nhân Vi Hoa,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Ngọt văn , Hệ thống , Xuyên nhanh , Nhiều CP , Duyên trời tác hợp , Nữ cường , Ngược tra",Hoàn thành,704325,696,49,999,https://wikicv.net/truyen/mau-xuyen-tong-tai-cong-luoc-so-tay-WOpQLe8h7F04X9za
Danh môn ác nữ,Nhan Tân,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Báo thù , Xuyên việt , Ngọt văn , Làm giàu , Trạch đấu , Cường cường , Cung đình hầu tước , Sảng văn",Hoàn thành,703998,456,9,164,https://wikicv.net/truyen/danh-mon-ac-nu-WGJb%7EnCVfCc5JmGT
Thần y cuồng phi Vương gia đừng làm càn,Hạ Tử An Mộ Dung Kiệt,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Hào môn thế gia , Cung đấu , Trạch đấu , Cường cường , Y thuật , Cung đình hầu tước , Sảng văn , Ngược tra , Vả mặt",Hoàn thành,703519,579,71,7,https://wikicv.net/truyen/than-y-cuong-phi-vuong-gia-dung-lam-can-XhJ%7EvlS4CB8fyhxn
Kinh thế phế vật tiểu thư: Đệ nhất cuồng phi,Y Nỉ Yêu Nhiêu,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Hào môn thế gia , Trạch đấu , Cung đình hầu tước , Nghịch tập",Hoàn thành,702421,16,4,3,https://wikicv.net/truyen/kinh-the-phe-vat-tieu-thu-de-nhat-cuong--WZoOgO8h7FLh1Fkp
Nông môn ngọt thê có không gian,Ái Du Vịnh Đích Miêu Miêu,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Ngọt văn , Hệ thống , Tùy thân không gian , Làm giàu , Nhẹ nhàng , Ấm áp , 1v1 , Thị giác nữ chủ , Đoàn sủng",Hoàn thành,702057,1625,5,157,https://wikicv.net/truyen/nong-mon-ngot-the-co-khong-gian-Y199TlS4CESRql9i
Hào môn nữ phụ là thần y,Trì Mạch,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Huyền huyễn , Xuyên việt , Hào môn thế gia , Nữ phụ , Y thuật , Sảng văn , Kim bài đề cử 🥇 , Nữ cường , Vả mặt , 1v1",Hoàn thành,701928,455,32,117,https://wikicv.net/truyen/hao-mon-nu-phu-la-than-y-WsiITO8h7Dj8_7xg
Điền viên khuê sự,Hoàn Nhĩ wr,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Làm giàu",Hoàn thành,701479,201,16,8,https://wikicv.net/truyen/dien-vien-khue-su-WBYY%7EXCVfFSjETTE
Quỷ y thánh thủ: Tà Vương sủng thê cưới 1 đưa 2,Miêu Khinh Khinh,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Sinh con",Hoàn thành,701157,10,1,323,https://wikicv.net/truyen/quy-y-thanh-thu-ta-vuong-sung-the-cuoi-1-WXXpUe8h7HBVE6pi
Bị hưu lúc sau / Tình lang là hoàng đế,Bích Vân Thiên,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Ngọt văn , Mỹ thực , Cung đình hầu tước , Sảng văn , Duyên trời tác hợp , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Vả mặt , 1v1 , Mary Sue , Thị giác nữ chủ , Phi song khiết 🌂 , Tái hôn",Hoàn thành,700658,1598,74,485,https://wikicv.net/truyen/bi-huu-luc-sau-tinh-lang-la-hoang-de-X3s5V1S4CDF7o6mA
Xuyên thành 70 bạch phú mỹ,Tự Y,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên thư , Sảng văn , Kim bài đề cử 🥇 , Thị giác nữ chủ , Niên đại văn",Hoàn thành,699769,1840,136,383,https://wikicv.net/truyen/xuyen-thanh-70-bach-phu-my-XVi62lS4CCUeVNG3
Xuyên qua thập niên 60 nông gia nữ,Hồng Thiêu Đậu Hủ Càn,"Nguyên sang , Ngôn tình , Cận đại , Hiện đại , HE , Tình cảm , Xuyên việt , Cổ xuyên kim , Phản phái trọng sinh , Niên đại văn",Hoàn thành,699452,3729,27,1691,https://wikicv.net/truyen/xuyen-qua-thap-nien-60-nong-gia-nu-XDMl0VS4CFgfukhA
70 chi muội muội là cái đại mỹ nhân [ xuyên thư ],Nguyệt Bán Tường Vi,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Sảng văn , Nhẹ nhàng , Nhiều CP , Ấm áp , Kim bài đề cử 🥇 , 1v1 , Thị giác nữ chủ , Niên đại văn",Hoàn thành,699311,3796,75,1495,https://wikicv.net/truyen/70-chi-muoi-muoi-la-cai-dai-my-nhan-xuye-ZCQDS1S4CHK%7EQH4W
Mộ thiếu trăm tỷ cuồng thê,Vân Tâm,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Hào môn thế gia , Cẩu huyết , Ngược văn , Đô thị tình duyên , Ngược tra",Hoàn thành,696847,249,2,6,https://wikicv.net/truyen/mo-thieu-tram-ty-cuong-the-XHadflS4CD7HRxUt
Nam chủ đều là xà tinh bệnh [Mau xuyên],Ái Cật Hoàng Qua Đích Cúc Hoa,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Dị năng , Ngọt văn , Hệ thống , Song khiết 🕊️ , Xuyên nhanh , Hào môn thế gia , Duyên trời tác hợp , Kim bài đề cử 🥇",Hoàn thành,696783,3793,104,970,https://wikicv.net/truyen/nam-chu-deu-la-xa-tinh-benh-mau-xuyen-WFS0CHCVfHZ6Uhdb
Cố chấp tổng tài thế gả thê,Niêm Hoa Phất Liễu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Báo thù , Ngọt văn , Hào môn thế gia , Ngược văn , Đô thị tình duyên , 1v1",Hoàn thành,696706,6,2,3,https://wikicv.net/truyen/co-chap-tong-tai-the-ga-the-WtGNTe8h7HoejjuI
Xuyên nhanh: Bệnh kiều đại lão hắn hảo dính người,Tuế Tuế Nhi,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên nhanh , Hào môn thế gia , Vườn trường , Cung đình hầu tước , 1v1 , Thị giác nữ chủ",Hoàn thành,696334,5311,131,2181,https://wikicv.net/truyen/xuyen-nhanh-benh-kieu-dai-lao-han-hao-di-Y6MWnfTaEAksu3om
Huyền học thiên sư khai quải hằng ngày,Ngư Diệu Thanh,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Huyền học , Trọng sinh , Phá án , Hào môn thế gia , Nhẹ nhàng , Duyên trời tác hợp , Kim bài đề cử 🥇 , Linh dị thần quái",Hoàn thành,696279,3239,62,565,https://wikicv.net/truyen/huyen-hoc-thien-su-khai-quai-hang-ngay-WvFOKO8h7Dtf2rZ6
Sổ tay dưỡng thành thủ phụ,Văn Đàn,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Hào môn thế gia , Trạch đấu , Thanh mai trúc mã , Kim bài đề cử 🥇",Hoàn thành,695958,790,51,441,https://wikicv.net/truyen/so-tay-duong-thanh-thu-phu-V_XT_HCVfBUj2k6W
Bị nam chủ cao lãnh coi trọng rồi [Xuyên sách],Hi Nguyệt Công Tử,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên thư , Nữ phụ , Vườn trường , Thị giác nữ chủ",Hoàn thành,695593,1620,70,378,https://wikicv.net/truyen/bi-nam-chu-cao-lanh-coi-trong-roi-xuyen--W5Hc_VS4CH2LMyt6
Xuyên thành nữ chủ khuê mật làm sao bây giờ,Khương Ly Viễn,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Xuyên thư , Hào môn thế gia , Nữ phụ , Vườn trường , Sảng văn , 1v1",Hoàn thành,694972,1214,69,186,https://wikicv.net/truyen/xuyen-thanh-nu-chu-khue-mat-lam-sao-bay--WvF_Ge8h7Dtf2rbQ
"Niên đại cay tức có không gian, mang theo tam bảo đi làm ruộng",A Như,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Niên đại văn",Hoàn thành,694737,897,17,124,https://wikicv.net/truyen/nien-dai-cay-tuc-co-khong-gian-mang-theo-YgZkhVS4CCPnJH1W
Xuyên thành niên đại văn cô em chồng [ xuyên thư ],Tiểu Tiểu Đích Hiểu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Xuyên thư",Hoàn thành,693878,1902,103,795,https://wikicv.net/truyen/xuyen-thanh-nien-dai-van-co-em-chong-xuy-XafXrVS4CAlZZfLF
Nam chính trong truyện Khởi Điểm là cha ta,Lâm Miên Miên,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Xuyên thư , Hào môn thế gia , Vườn trường , Thanh mai trúc mã , Song hướng yêu thầm , Sảng văn , Nhẹ nhàng , Kiếp trước kiếp này , Ấm áp , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1 , Thị giác nữ chủ",Hoàn thành,693634,6645,361,1997,https://wikicv.net/truyen/nam-chinh-trong-truyen-khoi-diem-la-cha--Xv66hFS4CFpFnexq
Luôn có người muốn dạy hư đồ tôn của ta,Vưu Tiền,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Xuyên việt , Thần tiên yêu quái , Y thuật , Sảng văn , Nhẹ nhàng , Hài hước , Thị giác nữ chủ",Hoàn thành,693453,3013,86,1082,https://wikicv.net/truyen/luon-co-nguoi-muon-day-hu-do-ton-cua-ta-XNNMuVS4CEKNYnil
"Hắc đế chuyên chúc: Chào buổi sáng, tân nương thứ 8 của ta",Phi Tử Nhất Tiếu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Làm giàu , Hào môn thế gia , Nữ phụ , Nhiều CP , Đô thị tình duyên , Duyên trời tác hợp , Ngược tra",Hoàn thành,691860,7,19,0,https://wikicv.net/truyen/hac-de-chuyen-chuc-chao-buoi-sang-tan-nu-Wc3nJO8h7C0w8yfS
"Giá trên trời bảo bối: Daddy, 99 thứ cầu hôn",Ái Tiếu Đích Du Du,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Trọng sinh , Hào môn thế gia",Hoàn thành,691830,7,3,11,https://wikicv.net/truyen/gia-tren-troi-bao-boi-daddy-99-thu-cau-h-Wm2NNe8h7GmpBCsM
Hào môn trọng sinh: Thủ tịch đệ nhất phu nhân,Mộng Thanh Thanh,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Báo thù , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Làm giàu , Hào môn thế gia , Đô thị tình duyên , Duyên trời tác hợp , Ngược tra",Hoàn thành,690016,628,6,21,https://wikicv.net/truyen/hao-mon-trong-sinh-thu-tich-de-nhat-phu--WdVCne8h7AHQwS40
Yêu nữ [ xuyên nhanh ],Doãn Chân Hi,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Báo thù , Xuyên việt , Ngọt văn , Xuyên nhanh , Nữ phụ , Cung đấu , Trạch đấu , Cung đình hầu tước , Kim bài đề cử 🥇 , Ngân bài đề cử 🥈 , Kim Bảng 🏆 , Ngược tra , Nghịch tập",Hoàn thành,689154,1912,161,559,https://wikicv.net/truyen/yeu-nu-xuyen-nhanh-XP2fojzLcgS_XIMt
"Mạt thế nữ phụ: Ác ma lão công, đừng sủng ta",Tố Y Như Tuyết,"Nguyên sang , Ngôn tình , Hiện đại , Tương lai , HE , Tình cảm , Khoa học viễn tưởng , Mạt thế , Huyền huyễn , Dị thế , Xuyên việt , Dị năng , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Nữ phụ , Nữ cường",Hoàn thành,688871,1030,28,84,https://wikicv.net/truyen/mat-the-nu-phu-ac-ma-lao-cong-dung-sung--WRrel%7E8h7G9DZpLo
Độc y đặc công: Tà quân cuồng hậu / Tuyệt thế y hậu khuynh thiên hạ,Phong Li Trần,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Hào môn thế gia , Cường cường , Y thuật , Cung đình hầu tước , Nữ cường",Hoàn thành,688291,57,3,73,https://wikicv.net/truyen/doc-y-dac-cong-ta-quan-cuong-hau-tuyet-t-XCJpNVS4CCruZoVg
Tuyệt thế thần y: Quỷ đế phúc hắc cuồng phi,Dữ Quân Cao Ngọa Nhàn,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Báo thù , Xuyên việt , Trạch đấu , Kiếp trước kiếp này , Nữ cường",Hoàn thành,688005,70,20,74,https://wikicv.net/truyen/tuyet-the-than-y-quy-de-phuc-hac-cuong-p-WTtYP%7E8h7AsXNAve
Thiều hoa vì quân gả,Hoa Nhật Phi,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Báo thù , Ngọt văn , Trọng sinh , Trạch đấu , Cung đình hầu tước , Kim bài đề cử 🥇 , Ngược tra",Hoàn thành,686968,856,29,133,https://wikicv.net/truyen/thieu-hoa-vi-quan-ga-WMVKTu8h7CtKcQ9F
